alg_name,ins,ins_set,mean,median,min,fr,nr
best-f-5,mpe-random-net-50-5_network-8.net,MSE23-w,50116.1,50239.0,48777,1.0,10
best-f-5,causal-discovery-causal_Mushroom_7_1000,MSE23-w,218187.3,213676.0,208734,1.0,10
best-f-5,shiftdesign-limits-10-10_data-2_inst-003_30m.sm-extracted,MSE23-w,,,,0.0,10
best-f-5,relational-inference-pa-3,MSE23-w,1153.7,1191.0,864,1.0,10
best-f-5,ramsey-ram_k4_n19.ra1,MSE23-w,1774.3,1811.5,1464,1.0,10
best-f-5,causal-discovery-causal_Link_9_100,MSE23-w,13323090.0,17096174.0,3242187,1.0,10
best-f-5,tcp-tcp_students_112_it_2,MSE23-w,3767.1,3774.0,3738,1.0,10
best-f-5,decision-tree-anneal-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_5,MSE23-w,,,,0.0,10
best-f-5,decision-tree-primary-tumor-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_2,MSE23-w,109.1,110.0,105,1.0,10
best-f-5,judgment-aggregation-ja-kemeny-preflib-00049-00000300,MSE23-w,807.0,807.0,805,1.0,10
best-f-5,staff-scheduling-instance5,MSE23-w,3143.8,3185.0,2795,1.0,10
best-f-5,shiftdesign-limits-10-10_data-1_inst-182_30m.sm-extracted,MSE23-w,,,,0.0,10
best-f-5,shiftdesign-limits-10-10_data-1_inst-137_30m.sm-extracted,MSE23-w,,,,0.0,10
best-f-5,decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_4,MSE23-w,138.0,138.0,138,1.0,10
best-f-5,decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_2,MSE23-w,334.7,335.0,334,1.0,10
best-f-5,timetabling-comp02,MSE23-w,566.3,591.5,475,1.0,10
best-f-5,ParametricRBACMaintenance_mse20-role_university_multiple_0.5_5,MSE23-w,183921.0,182136.0,181538,1.0,10
best-f-5,generalized-ising-IS12_5.0.5.0.0.5_softer_periodic,MSE23-w,113252935237221.8,113267660786843.5,113043383401644,1.0,10
best-f-5,correlation-clustering-Rounded_CorrelationClustering_Protein4_BINARY_N320,MSE23-w,14520986.2,14566298.5,14105983,1.0,10
best-f-5,MinimumWeightDominatingSetProblem-inf-road-usa,MSE23-w,759733707.0,759755814.5,759599040,1.0,10
best-f-5,causal-discovery-causal_Pigs_6_1000,MSE23-w,124428040.2,35110976.0,35110976,1.0,10
best-f-5,spot5-1405.wcsp.dir,MSE23-w,465443.7,465445.5,463445,1.0,10
best-f-5,judgment-aggregation-ja-kemeny-preflib-00049-00000334,MSE23-w,561.8,562.0,560,1.0,10
best-f-5,generalized-ising-IS9_5.0.5.0.0.5_softer_periodic,MSE23-w,110209776916506.8,110203715908446.5,110071479199723,1.0,10
best-f-5,timetabling-comp12,MSE23-w,955.5,950.0,916,1.0,10
best-f-5,setcover-rail4284,MSE23-w,,,,0.0,10
best-f-5,shiftdesign-limits-10-10_data-3_inst-002_30m.sm-extracted,MSE23-w,,,,0.0,10
best-f-5,MinimumWeightDominatingSetProblem-delaunay_n24,MSE23-w,276410793.8,276408436.5,276337804,1.0,10
best-f-5,abstraction-refinement-polysite-hsqldb,MSE23-w,172567.6,172566.0,172547,1.0,10
best-f-5,generalized-ising-IS17_5.0.5.0.0.5_softer_periodic,MSE23-w,115925531915820.2,115928670077729.5,115908264255764,1.0,10
best-f-5,ParametricRBACMaintenance_mse20-role_smallcomp_multiple_0.9_6,MSE23-w,282542.8,282475.5,282163,1.0,10
best-f-5,ParametricRBACMaintenance_mse20-role_university_multiple_0.1_1,MSE23-w,86056.4,86161.5,78702,1.0,10
best-f-5,staff-scheduling-instance11,MSE23-w,8134.8,8124.0,7729,1.0,10
best-f-5,ParametricRBACMaintenance_mse20-role_university_multiple_0.4_7,MSE23-w,187262.5,180679.0,175373,1.0,10
best-f-5,spot5-1506.wcsp.log,MSE23-w,355838.6,355545.5,354541,1.0,10
best-f-5,generalized-ising-IS3_5.0.5.0.0.5_softer_periodic,MSE23-w,117091462646196.7,117079474355853.0,116919455141577,1.0,10
best-f-5,timetabling-comp09,MSE23-w,403.2,403.0,380,1.0,10
best-f-5,staff-scheduling-instance10,MSE23-w,12112.555555555555,11924.0,11617,0.9,10
best-f-5,switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_100,MSE23-w,,,,0.0,10
best-f-5,MinimumWeightDominatingSetProblem-bn-human-BNU_1_0025865_session_1-bg,MSE23-w,119426651.8,119426821.0,119422383,1.0,10
best-f-5,correlation-clustering-Rounded_CorrelationClustering_Protein4_UNARY_N250,MSE23-w,17850546.2,17870145.0,15826220,1.0,10
best-f-5,abstraction-refinement-polysite-xalan,MSE23-w,120057.5,118836.0,118800,1.0,10
best-f-5,causal-discovery-causal_carpo_8_1000,MSE23-w,4071523.2,4231066.0,3218628,1.0,10
best-f-5,decision-tree-australian-credit-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_5,MSE23-w,575.0,575.0,575,0.4,10
best-f-5,railway-transport-wg2,MSE23-w,185.4,188.5,153,1.0,10
best-f-5,ramsey-ram_k3_n16.ra1,MSE23-w,8055.1,8056.5,7717,1.0,10
best-f-5,abstraction-refinement-downcast-antlr,MSE23-w,76574.7,76320.0,76302,1.0,10
best-f-5,hs-timetabling-FinlandSecondarySchool.xml,MSE23-w,,,,0.0,10
best-f-5,MinimumWeightDominatingSetProblem-rgg_n_2_24_s0,MSE23-w,54558121.2,54554648.5,54514898,1.0,10
best-f-5,switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_90,MSE23-w,,,,0.0,10
best-f-5,MinimumWeightDominatingSetProblem-channel-500x100x100-b050,MSE23-w,33356154.9,33348199.0,33336431,1.0,10
best-f-5,abstraction-refinement-polysite-avrora,MSE23-w,52372.9,51853.0,51848,1.0,10
best-f-5,staff-scheduling-instance4,MSE23-w,2378.1,2367.0,2235,1.0,10
best-f-5,switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_150,MSE23-w,,,,0.0,10
best-f-5,spot5-1403.wcsp.log,MSE23-w,460252.9,460252.0,459254,1.0,10
best-f-5,generalized-ising-IS23_5.0.5.0.0.5_softer_periodic,MSE23-w,119104939791899.7,119096325909849.0,119008962548418,1.0,10
best-f-5,shiftdesign-limits-10-10_data-2_inst-025_30m.sm-extracted,MSE23-w,,,,0.0,10
best-f-5,decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_4,MSE23-w,146.0,146.0,146,1.0,10
best-f-5,causal-discovery-causal_Water_10_1000,MSE23-w,45193159.0,45193159.0,45193159,1.0,10
best-f-5,max-realizability-power-distribution_12_8,MSE23-w,216.0,216.0,216,1.0,10
best-f-5,correlation-clustering-Rounded_CorrelationClustering_Protein1_UNARY_N290,MSE23-w,82289516.7,81516808.5,66275124,1.0,10
best-f-5,spot5-1403.wcsp.dir,MSE23-w,465655.3,465263.0,464254,1.0,10
best-f-5,correlation-clustering-Rounded_CorrelationClustering_Vowel_BINARY_N700_D0.200,MSE23-w,70853961.4,70951701.5,70357824,1.0,10
best-f-5,decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_3,MSE23-w,438.1,441.0,418,1.0,10
best-f-5,abstraction-refinement-downcast-avrora,MSE23-w,46710.0,46708.0,46703,1.0,10
best-f-5,staff-scheduling-instance9,MSE23-w,5798.1,5865.0,4988,1.0,10
best-f-5,generalized-ising-IS5_5.0.5.0.0.5_softer_periodic,MSE23-w,115092111705040.5,115114191808462.0,114863257458344,1.0,10
best-f-5,max-realizability-robot-navigation_10,MSE23-w,,,,0.0,10
best-f-5,relational-inference-pa-1,MSE23-w,1825.5,1840.5,1616,1.0,10
best-f-5,MinimumWeightDominatingSetProblem-sc-rel9,MSE23-w,15613456.1,15619118.0,15595140,1.0,10
best-f-5,abstraction-refinement-downcast-pmd,MSE23-w,4307.7,4299.5,4290,1.0,10
best-f-5,switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_70,MSE23-w,,,,0.0,10
best-f-5,ParametricRBACMaintenance_mse20-role_smallcomp_multiple_0.8_1,MSE23-w,350660.4,350710.5,350461,1.0,10
best-f-5,decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_2,MSE23-w,284.0,284.0,282,1.0,10
best-f-5,generalized-ising-IS13_5.0.5.0.0.5_softer_periodic,MSE23-w,119592296566049.7,119539937517907.0,119401387482250,1.0,10
best-f-5,shiftdesign-limits-10-10_data-3_inst-003_30m.sm-extracted,MSE23-w,,,,0.0,10
best-f-5,hs-timetabling-BrazilInstance5.xml,MSE23-w,,,,0.0,10
best-f-5,MinimumWeightDominatingSetProblem-web-wikipedia2009,MSE23-w,36474850.8,36507969.5,36337039,1.0,10
best-f-5,correlation-clustering-Rounded_CorrelationClustering_Protein2_UNARY_N220,MSE23-w,42658768.8,42770814.0,15605959,1.0,10
best-f-5,drmx-cryptogen-geffe128_7,MSE23-w,861.3,861.0,859,1.0,10
best-f-5,MaxSATQueriesinInterpretableClassifiers-credit_train_8_CNF_5_20,MSE23-w,96349.3,96400.0,96015,1.0,10
best-f-5,abstraction-refinement-polysite-bloat,MSE23-w,1954.9,280.0,197,1.0,10
best-f-5,relational-inference-pa-2,MSE23-w,813.3,816.5,742,1.0,10
best-f-5,judgment-aggregation-ja-kemeny-preflib-00049-00000451,MSE23-w,972.4,972.5,966,1.0,10
best-f-5,abstraction-refinement-polysite-pmd,MSE23-w,188494.6,188494.5,188487,1.0,10
best-f-5,staff-scheduling-instance6,MSE23-w,4174.6,4191.5,4079,1.0,10
best-f-5,causal-discovery-causal_alarm_9_1000,MSE23-w,52300633.7,57974705.0,1233992,1.0,10
best-f-5,generalized-ising-IS20_5.0.5.0.0.5_softer_periodic,MSE23-w,119508296566049.7,119479937517907.0,119401387482250,1.0,10
best-f-5,correlation-clustering-Rounded_CorrelationClustering_Vowel_BINARY_N800_D0.200,MSE23-w,82323178.1,82411865.0,81948132,1.0,10
best-f-5,generalized-ising-IS16_5.0.5.0.0.5_softer_periodic,MSE23-w,115473296452166.2,115473773656072.0,115463102242611,1.0,10
best-f-5,generalized-ising-IS11_5.0.5.0.0.5_softer_periodic,MSE23-w,112073738953288.4,112059162390491.5,111933523144456,1.0,10
best-f-5,shiftdesign-limits-10-10_data-1_inst-084_30m.sm-extracted,MSE23-w,,,,0.0,10
best-f-5,setcover-rail507,MSE23-w,225.0,223.0,219,1.0,10
best-f-5,ParametricRBACMaintenance_mse20-role_smallcomp_multiple_0.7_2,MSE23-w,277492.7,277499.0,277436,1.0,10
best-f-5,ParametricRBACMaintenance_mse20-role_domino_multiple_0.1_8,MSE23-w,60374.2,61270.0,55494,1.0,10
best-f-5,hs-timetabling-BrazilInstance4.xml,MSE23-w,,,,0.0,10
best-f-5,hs-timetabling-BrazilInstance6.xml,MSE23-w,,,,0.0,10
best-f-5,switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_68,MSE23-w,,,,0.0,10
best-f-5,switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_200,MSE23-w,,,,0.0,10
best-f-5,metro-metro_8_8_5_20_10_6_500_1_3.lp.sm-extracted,MSE23-w,183.8,184.0,174,1.0,10
best-f-5,causal-discovery-causal_Link_10_1000,MSE23-w,,,,0.0,10
best-f-5,MinimumWeightDominatingSetProblem-hugebubbles-00020,MSE23-w,588520403.1,588535166.0,588404048,1.0,10
best-f-5,ramsey-ram_k3_n19.ra1,MSE23-w,22659.9,22606.5,21907,1.0,10
best-f-5,MaxSATQueriesinInterpretableClassifiers-pima_train_6_CNF_3_20,MSE23-w,2834.4,2836.0,2814,1.0,10
best-f-5,spot5-1401.wcsp.log,MSE23-w,460105.8,460107.0,459107,1.0,10
best-f-5,decision-tree-anneal-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_3,MSE23-w,,,,0.0,10
best-f-5,timetabling-dds4,MSE23-w,,,,0.0,10
best-f-5,hs-timetabling-BrazilInstance2.xml,MSE23-w,313.7,311.5,305,1.0,10
best-f-5,railway-transport-f2030,MSE23-w,4876.111111111111,4875.0,4714,0.9,10
best-f-5,correlation-clustering-Rounded_CorrelationClustering_Protein3_UNARY_N220,MSE23-w,44927817.1,54696308.0,17063744,1.0,10
best-f-5,staff-scheduling-instance3,MSE23-w,1909.8,1922.0,1614,1.0,10
best-f-5,decision-tree-primary-tumor-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_4,MSE23-w,203.3,202.5,199,1.0,10
best-f-5,hs-timetabling-BrazilInstance1.xml,MSE23-w,148.0,148.5,139,1.0,10
best-f-5,generalized-ising-IS6_5.0.5.0.0.5_softer_periodic,MSE23-w,113951733611735.6,113960306694385.5,113820441054186,1.0,10
best-f-5,decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_2,MSE23-w,72.0,72.0,72,1.0,10
best-f-5,generalized-ising-IS7_5.0.5.0.0.5_softer_periodic,MSE23-w,112798754588786.9,112812824574672.0,112725250998022,1.0,10
best-f-5,correlation-clustering-Rounded_CorrelationClustering_Protein2_BINARY_N240,MSE23-w,16129854.2,16133992.0,16074260,1.0,10
best-f-5,decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_6,MSE23-w,240.2,240.0,240,1.0,10
best-f-5,generalized-ising-IS4_5.0.5.0.0.5_softer_periodic,MSE23-w,116174063145801.5,116184729876729.0,116062411140512,1.0,10
best-f-5,staff-scheduling-instance2,MSE23-w,1292.4,1327.5,1225,1.0,10
best-f-5,max-realizability-power-distribution_11_7,MSE23-w,126.0,126.0,126,1.0,10
best-f-5,hs-timetabling-ItalyInstance4.xml,MSE23-w,,,,0.0,10
best-f-5,ParametricRBACMaintenance_mse20-role_university_multiple_0.5_4,MSE23-w,203280.0,201890.5,201571,1.0,10
best-f-5,correlation-clustering-Rounded_CorrelationClustering_Protein2_BINARY_N220,MSE23-w,13815327.3,13827241.0,13748596,1.0,10
best-f-5,ParametricRBACMaintenance_mse20-role_domino_multiple_0.6_8,MSE23-w,162717.4,162705.0,162364,1.0,10
best-f-5,decision-tree-primary-tumor-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_4,MSE23-w,152.6,152.0,152,1.0,10
best-f-5,spot5-5.wcsp.log,MSE23-w,266.1,266.0,265,1.0,10
best-f-5,hs-timetabling-BrazilInstance7.xml,MSE23-w,,,,0.0,10
best-f-5,railway-transport-r11,MSE23-w,,,,0.0,10
best-f-5,staff-scheduling-instance8,MSE23-w,8393.1,8488.0,7744,1.0,10
best-f-5,ParametricRBACMaintenance_mse20-role_domino_multiple_0.2_0,MSE23-w,85856.1,86014.5,83618,1.0,10
best-f-5,ParametricRBACMaintenance_mse20-role_smallcomp_multiple_0.7_6,MSE23-w,252184.1,252179.0,252162,1.0,10
best-f-5,switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_72,MSE23-w,,,,0.0,10
best-f-5,MinimumWeightDominatingSetProblem-soc-livejournal-user-groups,MSE23-w,,,,,0
best-f-5,setcover-rail4872,MSE23-w,,,,0.0,8
best-f-5,staff-scheduling-instance7,MSE23-w,3871.6,3857.0,3735,1.0,10
best-f-5,shiftdesign-limits-10-10_data-4_inst-003_60m.sm-extracted,MSE23-w,,,,0.0,10
best-f-5,ramsey-ram_k3_n14.ra1,MSE23-w,3193.9,3204.0,3025,1.0,10
best-f-5,abstraction-refinement-downcast-xalan,MSE23-w,65534.5,65535.0,65530,1.0,10
best-f-5,causal-discovery-causal_Link_10_10000,MSE23-w,,,,0.0,10
best-f-5,abstraction-refinement-downcast-hsqldb,MSE23-w,30344.5,30352.0,30297,1.0,10
best-f-5,correlation-clustering-Rounded_CorrelationClustering_Protein3_TRANSITIVE_N280,MSE23-w,27981797.9,25829444.0,22492138,1.0,10
best-f-5,generalized-ising-IS15_5.0.5.0.0.5_softer_periodic,MSE23-w,114829715879253.4,114890553597839.5,114658059944605,1.0,10
best-f-5,correlation-clustering-Rounded_CorrelationClustering_Protein2_BINARY_N380,MSE23-w,37923355.7,37951357.0,37620136,1.0,10
best-f-5,ParametricRBACMaintenance_mse20-role_domino_multiple_0.5_1,MSE23-w,146901.1,147702.5,142539,1.0,10
best-f-5,shiftdesign-limits-10-10_data-2_inst-030_30m.sm-extracted,MSE23-w,,,,0.0,10
best-f-5,correlation-clustering-Rounded_CorrelationClustering_Ionosphere_BINARY_N260_D0.200,MSE23-w,6755595.0,6765469.0,6692905,1.0,10
best-f-5,staff-scheduling-instance12,MSE23-w,16519.5,16557.0,15764,1.0,10
best-f-5,generalized-ising-IS22_5.0.5.0.0.5_softer_periodic,MSE23-w,119464032153253.9,119449937517907.0,119401387482250,1.0,10
best-f-5,ParametricRBACMaintenance_mse20-role_university_multiple_0.5_7,MSE23-w,179580.3,179413.5,172624,1.0,10
best-f-5,decision-tree-primary-tumor-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_2,MSE23-w,83.3,84.0,81,1.0,10
norm-f-1,switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_80,MSE23-w,,,,0.0,10
norm-f-1,MaxSATQueriesinInterpretableClassifiers-toms_test_2_CNF_3_20,MSE23-w,533.4,532.0,504,1.0,10
norm-f-1,railway-transport-bf2030fvslack,MSE23-w,,,,0.0,10
norm-f-1,setcover-rail2536,MSE23-w,,,,0.0,10
norm-f-1,switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_66,MSE23-w,,,,0.0,10
norm-f-1,judgment-aggregation-ja-kemeny-preflib-00049-00000454,MSE23-w,654.2,655.0,650,1.0,10
norm-f-1,decision-tree-primary-tumor-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_6,MSE23-w,,,,0.0,10
norm-f-1,judgment-aggregation-ja-kemeny-preflib-00051-00000011,MSE23-w,727.2,727.0,719,1.0,10
norm-f-1,pseudoBoolean-normalized-mps-v2-20-10-sentoy.opb.msat,MSE23-w,,,,0.0,10
norm-f-1,mpe-random-net-50-5_network-8.net,MSE23-w,49544.8,49594.5,48770,1.0,10
norm-f-1,causal-discovery-causal_Mushroom_7_1000,MSE23-w,219916.1,210347.5,208734,1.0,10
norm-f-1,shiftdesign-limits-10-10_data-2_inst-003_30m.sm-extracted,MSE23-w,,,,0.0,10
norm-f-1,relational-inference-pa-3,MSE23-w,1795.2222222222222,1691.0,1443,0.9,10
norm-f-1,ramsey-ram_k4_n19.ra1,MSE23-w,1929.9,1950.0,1656,1.0,10
norm-f-1,causal-discovery-causal_Link_9_100,MSE23-w,3242187.0,3242187.0,3242187,0.9,10
norm-f-1,tcp-tcp_students_112_it_2,MSE23-w,3985.5,3996.0,3843,0.8,10
norm-f-1,decision-tree-anneal-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_5,MSE23-w,,,,0.0,10
norm-f-1,decision-tree-primary-tumor-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_2,MSE23-w,,,,0.0,10
norm-f-1,judgment-aggregation-ja-kemeny-preflib-00049-00000300,MSE23-w,801.7,802.5,793,1.0,10
norm-f-1,staff-scheduling-instance5,MSE23-w,3284.6,3274.5,3076,1.0,10
norm-f-1,shiftdesign-limits-10-10_data-1_inst-182_30m.sm-extracted,MSE23-w,,,,0.0,10
norm-f-1,shiftdesign-limits-10-10_data-1_inst-137_30m.sm-extracted,MSE23-w,,,,0.0,10
norm-f-1,decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_4,MSE23-w,,,,0.0,10
norm-f-1,decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_2,MSE23-w,,,,0.0,10
norm-f-1,timetabling-comp02,MSE23-w,,,,0.0,10
norm-f-1,ParametricRBACMaintenance_mse20-role_university_multiple_0.5_5,MSE23-w,250393.0,251567.0,225598,1.0,10
norm-f-1,generalized-ising-IS12_5.0.5.0.0.5_softer_periodic,MSE23-w,113304376370545.9,113337156249577.0,113096656075631,1.0,10
norm-f-1,correlation-clustering-Rounded_CorrelationClustering_Protein4_BINARY_N320,MSE23-w,15204721.8,15126695.0,14652512,1.0,10
norm-f-1,MinimumWeightDominatingSetProblem-inf-road-usa,MSE23-w,759733707.0,759755814.5,759599040,1.0,10
norm-f-1,causal-discovery-causal_Pigs_6_1000,MSE23-w,35110976.0,35110976.0,35110976,1.0,10
norm-f-1,spot5-1405.wcsp.dir,MSE23-w,464942.5,465438.0,463441,1.0,10
norm-f-1,judgment-aggregation-ja-kemeny-preflib-00049-00000334,MSE23-w,561.8,562.0,559,1.0,10
norm-f-1,generalized-ising-IS9_5.0.5.0.0.5_softer_periodic,MSE23-w,110276357173872.2,110216099892275.5,110066981524169,1.0,10
norm-f-1,timetabling-comp12,MSE23-w,,,,0.0,10
norm-f-1,setcover-rail4284,MSE23-w,,,,0.0,10
norm-f-1,shiftdesign-limits-10-10_data-3_inst-002_30m.sm-extracted,MSE23-w,,,,0.0,10
norm-f-1,MinimumWeightDominatingSetProblem-delaunay_n24,MSE23-w,276410793.8,276408436.5,276337804,1.0,10
norm-f-1,abstraction-refinement-polysite-hsqldb,MSE23-w,,,,0.0,10
norm-f-1,generalized-ising-IS17_5.0.5.0.0.5_softer_periodic,MSE23-w,115930989313515.8,115936752336153.5,115907675903310,1.0,10
norm-f-1,ParametricRBACMaintenance_mse20-role_smallcomp_multiple_0.9_6,MSE23-w,295601.2,295712.5,292059,1.0,10
norm-f-1,ParametricRBACMaintenance_mse20-role_university_multiple_0.1_1,MSE23-w,92129.4,91523.5,87740,1.0,10
norm-f-1,staff-scheduling-instance11,MSE23-w,,,,0.0,10
norm-f-1,ParametricRBACMaintenance_mse20-role_university_multiple_0.4_7,MSE23-w,221621.6,225452.5,194777,1.0,10
norm-f-1,spot5-1506.wcsp.log,MSE23-w,355832.3,355537.0,354534,1.0,10
norm-f-1,generalized-ising-IS3_5.0.5.0.0.5_softer_periodic,MSE23-w,117040010003997.4,117049722750570.0,116927456181463,1.0,10
norm-f-1,timetabling-comp09,MSE23-w,543.125,555.5,488,0.8,10
norm-f-1,staff-scheduling-instance10,MSE23-w,,,,0.0,10
norm-f-1,switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_100,MSE23-w,,,,0.0,10
norm-f-1,MinimumWeightDominatingSetProblem-bn-human-BNU_1_0025865_session_1-bg,MSE23-w,119426644.4,119427632.0,119422704,0.5,10
norm-f-1,correlation-clustering-Rounded_CorrelationClustering_Protein4_UNARY_N250,MSE23-w,17994120.7,17613852.0,15087097,1.0,10
norm-f-1,abstraction-refinement-polysite-xalan,MSE23-w,,,,0.0,10
norm-f-1,causal-discovery-causal_carpo_8_1000,MSE23-w,4594492.0,4594492.0,4594492,0.6,10
norm-f-1,decision-tree-australian-credit-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_5,MSE23-w,,,,0.0,10
norm-f-1,railway-transport-wg2,MSE23-w,,,,0.0,10
norm-f-1,ramsey-ram_k3_n16.ra1,MSE23-w,8004.3,7985.0,7520,1.0,10
norm-f-1,abstraction-refinement-downcast-antlr,MSE23-w,,,,0.0,10
norm-f-1,hs-timetabling-FinlandSecondarySchool.xml,MSE23-w,,,,0.0,10
norm-f-1,MinimumWeightDominatingSetProblem-rgg_n_2_24_s0,MSE23-w,54558121.2,54554648.5,54514898,1.0,10
norm-f-1,switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_90,MSE23-w,,,,0.0,10
norm-f-1,MinimumWeightDominatingSetProblem-channel-500x100x100-b050,MSE23-w,33356154.9,33348199.0,33336431,1.0,10
norm-f-1,abstraction-refinement-polysite-avrora,MSE23-w,,,,0.0,10
norm-f-1,staff-scheduling-instance4,MSE23-w,2341.1,2331.5,2228,1.0,10
norm-f-1,switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_150,MSE23-w,,,,0.0,10
norm-f-1,spot5-1403.wcsp.log,MSE23-w,459848.9,459251.5,459249,1.0,10
norm-f-1,generalized-ising-IS23_5.0.5.0.0.5_softer_periodic,MSE23-w,119077119764091.1,119142064209546.5,118773375560977,1.0,10
norm-f-1,shiftdesign-limits-10-10_data-2_inst-025_30m.sm-extracted,MSE23-w,,,,0.0,10
norm-f-1,decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_4,MSE23-w,,,,0.0,10
norm-f-1,causal-discovery-causal_Water_10_1000,MSE23-w,45193159.0,45193159.0,45193159,0.8,10
norm-f-1,max-realizability-power-distribution_12_8,MSE23-w,216.0,216.0,216,1.0,10
norm-f-1,correlation-clustering-Rounded_CorrelationClustering_Protein1_UNARY_N290,MSE23-w,89943898.4,93625617.5,76737707,1.0,10
norm-f-1,spot5-1403.wcsp.dir,MSE23-w,464354.7,464254.0,463254,1.0,10
norm-f-1,correlation-clustering-Rounded_CorrelationClustering_Vowel_BINARY_N700_D0.200,MSE23-w,73278871.5,73102481.0,71992630,1.0,10
norm-f-1,decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_3,MSE23-w,,,,0.0,10
norm-f-1,abstraction-refinement-downcast-avrora,MSE23-w,49954.25,51876.0,46721,0.8,10
norm-f-1,staff-scheduling-instance9,MSE23-w,,,,0.0,10
norm-f-1,generalized-ising-IS5_5.0.5.0.0.5_softer_periodic,MSE23-w,115282603363390.6,115175549473459.0,114984783625735,1.0,10
norm-f-1,max-realizability-robot-navigation_10,MSE23-w,,,,0.0,10
norm-f-1,relational-inference-pa-1,MSE23-w,2653.6,2656.0,2293,1.0,10
norm-f-1,MinimumWeightDominatingSetProblem-sc-rel9,MSE23-w,15659376.1,15655721.0,15637427,1.0,10
norm-f-1,abstraction-refinement-downcast-pmd,MSE23-w,4334.5,4302.0,4293,1.0,10
norm-f-1,switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_70,MSE23-w,,,,0.0,10
norm-f-1,ParametricRBACMaintenance_mse20-role_smallcomp_multiple_0.8_1,MSE23-w,357688.2,357749.5,355671,1.0,10
norm-f-1,decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_2,MSE23-w,,,,0.0,10
norm-f-1,generalized-ising-IS13_5.0.5.0.0.5_softer_periodic,MSE23-w,119584419076957.9,119490993578269.0,119401387482250,1.0,10
norm-f-1,shiftdesign-limits-10-10_data-3_inst-003_30m.sm-extracted,MSE23-w,,,,0.0,10
norm-f-1,hs-timetabling-BrazilInstance5.xml,MSE23-w,,,,0.0,10
norm-f-1,MinimumWeightDominatingSetProblem-web-wikipedia2009,MSE23-w,36474850.8,36507969.5,36337039,1.0,10
norm-f-1,correlation-clustering-Rounded_CorrelationClustering_Protein2_UNARY_N220,MSE23-w,68455946.0,67924754.0,60662853,1.0,10
norm-f-1,drmx-cryptogen-geffe128_7,MSE23-w,860.6,861.0,858,1.0,10
norm-f-1,MaxSATQueriesinInterpretableClassifiers-credit_train_8_CNF_5_20,MSE23-w,97676.3,96612.5,96366,1.0,10
norm-f-1,abstraction-refinement-polysite-bloat,MSE23-w,1038.6,215.5,76,1.0,10
norm-f-1,relational-inference-pa-2,MSE23-w,1138.6666666666667,1209.0,794,0.9,10
norm-f-1,judgment-aggregation-ja-kemeny-preflib-00049-00000451,MSE23-w,965.5,964.5,959,1.0,10
norm-f-1,abstraction-refinement-polysite-pmd,MSE23-w,,,,0.0,10
